floorNumber_start,paintingId,user_id,duration_seconds,painting_name,artist,date,art_knowledge,art_involvement,visit_rate
1,1_0053,User_37,28.93,Charles le Téméraire retrouvé mort après la bataille de Nancy,Auguste Feyen-Perrin,1865,Low level,No involvement,rarely or never
1,1_5901,User_37,6.91,Escalier de la galerie des Cerfs au Palais ducal de Nancy,Jean-Joseph Thorelle,1838,Low level,No involvement,rarely or never
1,1_5899,User_37,8.8,Episode du siège de Metz,Charles-Laurent Maréchal,1835,Low level,No involvement,rarely or never
1,1_0074,User_37,3.53,Médée,Henri Klagmann,1868,Low level,No involvement,rarely or never
1,1_0124,User_37,26.24,Vue de la ville et du port de Dieppe,Eugène Isabey,1842,Low level,No involvement,rarely or never
1,1_0062,User_37,5.57,Paysage de montagne,Gustave Doré,Circa 1870,Low level,No involvement,rarely or never
1,1_0060,User_37,11.35,Jeune fille et la Mort,Henri-Léopold Lévy,1900,Low level,No involvement,rarely or never
1,1_5907,User_37,26.28,Roméo et Juliette,German von Bohn,1850,Low level,No involvement,rarely or never
1,1_0074,User_37,14.74,Médée,Henri Klagmann,1868,Low level,No involvement,rarely or never
1,1_0060,User_37,23.72,Jeune fille et la Mort,Henri-Léopold Lévy,1900,Low level,No involvement,rarely or never
1,1_0058,User_37,3.51,Soir d'automne en forêt (Ile-et-Vilaine),Jean-Henri Zuber,1878,Low level,No involvement,rarely or never
1,1_0078,User_37,5.46,Retour de chasse au lion,Aimé-Nicolas Morot,1902,Low level,No involvement,rarely or never
0,0_0570,User_37,13.53,Sans titre,André Cadéré,1969,Low level,No involvement,rarely or never
0,0_0570,User_38,20.04,Sans titre,André Cadéré,1969,General level,No involvement,A few times a year
0,0_0571,User_38,5.69,Vues d'architectures 1,Lucien Hervé,Undated,General level,No involvement,A few times a year
0,0_0572,User_38,0.47,Vues d'architectures 2,Lucien Hervé,Undated,General level,No involvement,A few times a year
0,0_0675,User_38,17.23,La blonde,André Derain,1928,General level,No involvement,A few times a year
0,0_0670,User_38,8.05,Anamorphose,Frédéric Coché,2010,General level,No involvement,A few times a year
0,0_0668,User_38,7.32,Le Grand Char,Frédéric Coché,2010,General level,No involvement,A few times a year
0,0_0772,User_38,12.4,Autoportrait,Francis Gruber,1942,General level,No involvement,A few times a year
0,0_0781,User_38,19.96,Femme sur un canapé,Francis Gruber,1945,General level,No involvement,A few times a year
0,0_0787,User_38,4.78,Environs de Dijon,Georges Rohner,1938,General level,No involvement,A few times a year
0,0_0785,User_38,15.58,Paysage,Francis Gruber,1935,General level,No involvement,A few times a year
0,0_0776,User_38,10.16,Paysage d'Aix-en-Provence,Francis Gruber,1935,General level,No involvement,A few times a year
0,0_0334,User_38,10.52,Paysage,Max Pechstein,1912,General level,No involvement,A few times a year
0,0_0801,User_38,4.25,Manège des chevaux de bois,Louis Valtat,Circa 1895-1896,General level,No involvement,A few times a year
0,0_0803,User_38,13.52,"La Seine au Pont-Neuf, effet de brouillard",Albert Marquet,1906,General level,No involvement,A few times a year
0,0_0337,User_38,19.64,Paysage de provence,André Derain,1921-1924,General level,No involvement,A few times a year
0,0_0809,User_38,12.43,Sainte-Adresse. Nuit,Raoul Dufy,Circa 1924-1925,General level,No involvement,A few times a year
0,0_0353,User_38,3.36,Coin de jardin,Jules Antoine Voirin,19th century,General level,No involvement,A few times a year
0,0_0356,User_38,14.84,Paysage de Diénay,Charles de Meixmoron de Dombasle,Second half of the 19th century,General level,No involvement,A few times a year
0,0_0967,User_38,1.29,L'Allée ombragée,Charles de Meixmoron de Dombasle,1880 ou 1886,General level,No involvement,A few times a year
0,0_0969,User_38,12.64,Portrait de Colette Gervex,Henri Gervex,1910,General level,No involvement,A few times a year
0,0_0841,User_38,11.08,Les Amoureux,Emile Friant,1888,General level,No involvement,A few times a year
0,0_0869,User_38,3.28,La douleur,Emile Friant,1898,General level,No involvement,A few times a year
0,0_0843,User_38,9.73,Après l'enterrement,Camille Martin,1889,General level,No involvement,A few times a year
0,0_0869,User_38,22.3,La douleur,Emile Friant,1898,General level,No involvement,A few times a year
0,0_0890,User_38,18.8,Les Voluptueux,Victor Prouvé,1889,General level,No involvement,A few times a year
0,0_0887,User_38,3.27,Nymphe,Henri Royer,1893,General level,No involvement,A few times a year
0,0_0439,User_38,3.95,Le pauvre pêcheur,Aristide Maillol,1881,General level,No involvement,A few times a year
0,0_0879,User_38,8.87,Chant du soir,Alphonse Osbert,1906,General level,No involvement,A few times a year
0,0_0731,User_38,8.0,Pipe d'eau douce,Etienne Cournault,1927,General level,No involvement,A few times a year
0,0_0739,User_38,5.65,Figure Masque allongé,Etienne Cournault,Circa 1944,General level,No involvement,A few times a year
0,0_0767,User_38,2.39,L'amour surprend Psyché,Maurice Denis,1907-1908,General level,No involvement,A few times a year
0,0_0749,User_38,6.06,Sous la lampe,Henri Lebasque,1904,General level,No involvement,A few times a year
0,0_0729,User_38,5.11,La rêveuse,Julius Pascin,1920-1930,General level,No involvement,A few times a year
0,0_0720,User_38,3.33,La Veillée,Edouard Pignon,1937,General level,No involvement,A few times a year
0,0_0680,User_38,1.02,"DIJ VII - VI 1,2,3",Julije Knifer,1990,General level,No involvement,A few times a year
0,0_0678,User_38,22.16,Dante et Virgile,Gérard Garouste,1986,General level,No involvement,A few times a year
0,0_5838,User_38,5.13,Fête de nuit,Théophile-Alexandre Steinlen,Circa 1900,General level,No involvement,A few times a year
0,0_5836,User_38,2.42,L'application à la décoration des brodeuses au métier et à l'aiguille,Théophile-Alexandre Steinlen,Circa 1900,General level,No involvement,A few times a year
1,1_0210,User_38,5.07,La Nymphe Nébula verse la pluie sur les fleurs,Henri-Léopold Lévy,1876,General level,No involvement,A few times a year
1,1_0212,User_38,6.3,Byblis changée en source,Henri-Léopold Lévy,1876,General level,No involvement,A few times a year
1,1_0210,User_38,10.19,La Nymphe Nébula verse la pluie sur les fleurs,Henri-Léopold Lévy,1876,General level,No involvement,A few times a year
1,1_5860,User_38,16.11,Portrait de Barthélémy Guibal,Jean Girardet,1756,General level,No involvement,A few times a year
1,1_0160,User_38,1.72,Portrait d'un architecte,Jean-François Restout,1734,General level,No involvement,A few times a year
1,1_0187,User_38,19.86,La destruction du palais d'Armide,Charles-Antoine Coypel,1737,General level,No involvement,A few times a year
1,1_0191,User_38,7.59,La Nativité,Noël Coypel,1667-1668,General level,No involvement,A few times a year
1,1_0218,User_38,4.75,Baptême du centurion Corneille à Césarée,Aubin Vouet,Circa 1639,General level,No involvement,A few times a year
1,1_0222,User_38,5.86,Nymphe essayant les flèches de l'Amour,Simon Vouet,Circa 1635,General level,No involvement,A few times a year
1,1_0235,User_38,12.31,Portrait équestre de Madame de Saint-Baslemont,Claude Déruet,1646,General level,No involvement,A few times a year
1,1_0266,User_38,11.31,Le Pape Alexandre VII porté à la procession du Corpus Domini,Giovanni Maria Morandi,Circa 1657,General level,No involvement,A few times a year
1,1_0268,User_38,9.91,Saint Sébastien soigné par sainte Irène,Jean Allemant,Circa 1626-1631,General level,No involvement,A few times a year
1,1_5870,User_38,17.33,Le Ravissement de saint François,Jacque de Bellange,Circa 1600-1605,General level,No involvement,A few times a year
1,1_5872,User_38,4.96,Les Lamentations sur le Christ mort,Jacque de Bellange,Circa 1602-1604,General level,No involvement,A few times a year
1,1_0274,User_38,14.76,Le songe de Jacob,Lodovico Cigoli,1593,General level,No involvement,A few times a year
1,1_0276,User_38,10.56,Le Christ au tombeau,Valerio Castello,Circa 1650-1659,General level,No involvement,A few times a year
1,1_0280,User_38,4.92,Le Baptême du Christ,Jusepe de Ribera,1643,General level,No involvement,A few times a year
1,1_0303,User_38,9.05,L'Automne,Alexandre-François Desportes,Circa 1711-1712,General level,No involvement,A few times a year
1,1_0307,User_38,2.02,Memento Mori,Nicolas-Henry Jeaurat de Bertry,After 1756,General level,No involvement,A few times a year
1,1_0360,User_38,13.07,La Diseuse de bonne aventure,David II Teniers,17th century,General level,No involvement,A few times a year
1,1_0358,User_38,5.17,Le Torrent,David II Teniers,Circa 1640,General level,No involvement,A few times a year
1,1_0356,User_38,11.7,Les patineurs,Jan Josephsz van Goyen,1649,General level,No involvement,A few times a year
1,1_0345,User_38,12.15,Paysage d'hiver,Gysbrecht Lytens,After 1600,General level,No involvement,A few times a year
1,1_0341,User_38,24.15,Marine,Cavalier Tempesta/Pieter Mulier,After 1660,General level,No involvement,A few times a year
1,1_0337,User_38,0.05,La Tour en ruine,Jan Tilens,Circa 1625,General level,No involvement,A few times a year
1,1_0339,User_38,4.36,Fête de village flamand,Josse II de Momper,Undated,General level,No involvement,A few times a year
1,1_0337,User_38,7.44,La Tour en ruine,Jan Tilens,Circa 1625,General level,No involvement,A few times a year
1,1_0379,User_38,20.88,La Transfiguration,Pierre-Paul Rubens,1604-1605,General level,No involvement,A few times a year
1,1_0370,User_38,14.32,L'Annonciation,Frans II Pourbus dit Le Jeune,1619,General level,No involvement,A few times a year
1,1_0377,User_38,5.69,Les Apprêts du martyre de saint Sébastien,Wenceslas Coebergher,1599,General level,No involvement,A few times a year
1,1_0373,User_38,11.17,L'Annonciation,Caravage/Michelangelo Merisi,Circa 1607-1610,General level,No involvement,A few times a year
1,1_0379,User_38,6.24,La Transfiguration,Pierre-Paul Rubens,1604-1605,General level,No involvement,A few times a year
1,1_5845,User_38,14.52,La Femme à la puce,Georges de la Tour,Circa 1632-1635,General level,No involvement,A few times a year
1,1_0395,User_38,0.46,Femme essuyant ses larmes,Anonyme napolitain,Mid-17th century,General level,No involvement,A few times a year
1,1_0391,User_38,12.15,L'incrédulité de saint Thomas,Giuseppe Vermiglio,17th century,General level,No involvement,A few times a year
2,2_2789,User_38,8.64,La Halte de chasse,Francesco Giuseppe Casanova,Before 1788,General level,No involvement,A few times a year
2,2_0527,User_38,0.18,Déposition de croix avec Joseph d'Arimthie,Maître du Saint-Sang,First quarter of the 16th century,General level,No involvement,A few times a year
2,2_2799,User_38,2.63,Sainte Lucie,Pseudo-Gioverone,Circa 1510,General level,No involvement,A few times a year
2,2_2801,User_38,2.66,Vierge à l'enfant accompagnée par deux anges,Francesco de Tatti,1512,General level,No involvement,A few times a year
2,2_2803,User_38,11.7,Vierge à l'enfant couronnée par deux anges,Maître de Marcadi,15th century,General level,No involvement,A few times a year
2,2_2809,User_38,11.71,"Vierge à l'Enfant, saint Jean et deux anges",Pérugin,Circa 1505,General level,No involvement,A few times a year
2,2_2846,User_38,3.63,Christ au roseau,Giovanni Pietro dit Giampietrino Rizzoli,16th century,General level,No involvement,A few times a year
2,2_2840,User_38,7.39,L'Enlèvement d'Hélène,Mathis Gerung,1530-1531,General level,No involvement,A few times a year
2,2_2838,User_38,19.86,Déluge / Le Déluge,"Gerolamo Bassano / Leandro, dit Bassano Leandro da Ponte",Circa 1590,General level,No involvement,A few times a year
2,2_2836,User_38,39.99,Déploration du Christ,Jacopo Robusti dit Tintoret,Circa 1580,General level,No involvement,A few times a year
2,2_2827,User_38,10.37,Pietà avec des anges,Frederico Zuccaro,Circa 1570,General level,No involvement,A few times a year
2,2_2871,User_38,7.64,Le Calvaire,Frans I Francken,16th century (2nd half) - 17th century (1st quarter),General level,No involvement,A few times a year
2,2_2878,User_38,16.22,La passion du Christ,Lucas de Leyde,16th century,General level,No involvement,A few times a year
2,2_2900,User_38,6.4,Le Christ chassant les marchands du temple,Jan Sanders Van Hemessen,1556,General level,No involvement,A few times a year
2,2_2902,User_38,24.66,Marché avec l'Ecce Homo,Joachim Beuckelaer,Circa 1561,General level,No involvement,A few times a year
2,2_2904,User_38,9.84,Laissez venir à moi les petits enfants,Pieter Pietersz,Circa 1580-1590,General level,No involvement,A few times a year
2,2_0422,User_38,34.97,Prédiction de saint Jean-Baptiste,Abraham Bloemaert,Circa 1620,General level,No involvement,A few times a year
2,2_0417,User_38,6.91,Ne me touche pas,"Jan II Brueghel, le jeune",After 1625,General level,No involvement,A few times a year
0,0_0570,User_39,20.78,Sans titre,André Cadéré,1969,Low level,No involvement,A few times a year
0,0_0673,User_39,5.23,Portrait du docteur Le Masle,Lucian Freud,1946,Low level,No involvement,A few times a year
0,0_0670,User_39,16.63,Anamorphose,Frédéric Coché,2010,Low level,No involvement,A few times a year
0,0_0668,User_39,4.12,Le Grand Char,Frédéric Coché,2010,Low level,No involvement,A few times a year
0,0_0772,User_39,15.33,Autoportrait,Francis Gruber,1942,Low level,No involvement,A few times a year
0,0_0781,User_39,20.19,Femme sur un canapé,Francis Gruber,1945,Low level,No involvement,A few times a year
0,0_0787,User_39,7.79,Environs de Dijon,Georges Rohner,1938,Low level,No involvement,A few times a year
0,0_0785,User_39,10.76,Paysage,Francis Gruber,1935,Low level,No involvement,A few times a year
0,0_0334,User_39,21.54,Paysage,Max Pechstein,1912,Low level,No involvement,A few times a year
0,0_0801,User_39,4.7,Manège des chevaux de bois,Louis Valtat,Circa 1895-1896,Low level,No involvement,A few times a year
0,0_0803,User_39,7.15,"La Seine au Pont-Neuf, effet de brouillard",Albert Marquet,1906,Low level,No involvement,A few times a year
0,0_0801,User_39,7.69,Manège des chevaux de bois,Louis Valtat,Circa 1895-1896,Low level,No involvement,A few times a year
0,0_0803,User_39,13.75,"La Seine au Pont-Neuf, effet de brouillard",Albert Marquet,1906,Low level,No involvement,A few times a year
0,0_0807,User_39,8.7,Sainte-Adresse. Jour,Raoul Dufy,Circa 1924-1925,Low level,No involvement,A few times a year
0,0_0958,User_39,10.04,L'Automne (portrait de Méry Laurent),Edouard Manet,1882,Low level,No involvement,A few times a year
0,0_0353,User_39,2.36,Coin de jardin,Jules Antoine Voirin,19th century,Low level,No involvement,A few times a year
0,0_0356,User_39,7.49,Paysage de Diénay,Charles de Meixmoron de Dombasle,Second half of the 19th century,Low level,No involvement,A few times a year
0,0_0969,User_39,20.69,Portrait de Colette Gervex,Henri Gervex,1910,Low level,No involvement,A few times a year
0,0_0841,User_39,12.92,Les Amoureux,Emile Friant,1888,Low level,No involvement,A few times a year
0,0_0843,User_39,14.04,Après l'enterrement,Camille Martin,1889,Low level,No involvement,A few times a year
0,0_0869,User_39,15.92,La douleur,Emile Friant,1898,Low level,No involvement,A few times a year
0,0_0859,User_39,6.33,Dans la forêt,Pascal-Adolphe-Jean Dagnan-Bouveret,1892,Low level,No involvement,A few times a year
0,0_0890,User_39,18.69,Les Voluptueux,Victor Prouvé,1889,Low level,No involvement,A few times a year
0,0_0887,User_39,1.34,Nymphe,Henri Royer,1893,Low level,No involvement,A few times a year
0,0_0439,User_39,16.22,Le pauvre pêcheur,Aristide Maillol,1881,Low level,No involvement,A few times a year
0,0_0879,User_39,25.04,Chant du soir,Alphonse Osbert,1906,Low level,No involvement,A few times a year
0,0_0894,User_39,5.87,Travaux de nuit sur la voie publique,Luigi Loir,1902,Low level,No involvement,A few times a year
0,0_0731,User_39,4.39,Pipe d'eau douce,Etienne Cournault,1927,Low level,No involvement,A few times a year
0,0_0733,User_39,4.84,La Bête,Etienne Cournault,1928,Low level,No involvement,A few times a year
0,0_0739,User_39,4.97,Figure Masque allongé,Etienne Cournault,Circa 1944,Low level,No involvement,A few times a year
0,0_0765,User_39,4.94,L'enlèvement de Psyché par Zéphyr,Maurice Denis,1907-1908,Low level,No involvement,A few times a year
0,0_0757,User_39,0.03,La Cueillette des pommes,Ker-Xavier Roussel,Circa 1915-1917,Low level,No involvement,A few times a year
0,0_0749,User_39,9.92,Sous la lampe,Henri Lebasque,1904,Low level,No involvement,A few times a year
0,0_0729,User_39,5.33,La rêveuse,Julius Pascin,1920-1930,Low level,No involvement,A few times a year
0,0_0938,User_39,5.23,"Jeune fille à la blouse jaune, Marguerite Matisse",Henri Matisse,Circa 1921,Low level,No involvement,A few times a year
0,0_0720,User_39,1.03,La Veillée,Edouard Pignon,1937,Low level,No involvement,A few times a year
0,0_0678,User_39,14.1,Dante et Virgile,Gérard Garouste,1986,Low level,No involvement,A few times a year
0,0_5832,User_39,2.41,L'enfance de Jupiter,Ker-Xavier Roussel,1940,Low level,No involvement,A few times a year
0,0_5834,User_39,15.36,"Les Eléments, formes et couleurs",Théophile-Alexandre Steinlen,Circa 1900,Low level,No involvement,A few times a year
1,1_5874,User_39,3.39,La Joie de vivre,Victor Prouvé,1904,Low level,No involvement,A few times a year
1,1_0210,User_39,11.71,La Nymphe Nébula verse la pluie sur les fleurs,Henri-Léopold Lévy,1876,Low level,No involvement,A few times a year
1,1_0206,User_39,4.34,Clytie changée en tournesol,Henri-Léopold Lévy,1876,Low level,No involvement,A few times a year
1,1_0210,User_39,5.92,La Nymphe Nébula verse la pluie sur les fleurs,Henri-Léopold Lévy,1876,Low level,No involvement,A few times a year
1,1_5860,User_39,14.13,Portrait de Barthélémy Guibal,Jean Girardet,1756,Low level,No involvement,A few times a year
1,1_0160,User_39,4.3,Portrait d'un architecte,Jean-François Restout,1734,Low level,No involvement,A few times a year
1,1_0187,User_39,11.49,La destruction du palais d'Armide,Charles-Antoine Coypel,1737,Low level,No involvement,A few times a year
1,1_0189,User_39,5.17,L'Annonciation,Charles-Antoine Coypel,1738,Low level,No involvement,A few times a year
1,1_0191,User_39,1.61,La Nativité,Noël Coypel,1667-1668,Low level,No involvement,A few times a year
1,1_5866,User_39,7.97,Assomption,Charles de La Fosse,Circa 1682-1686,Low level,No involvement,A few times a year
1,1_0235,User_39,23.19,Portrait équestre de Madame de Saint-Baslemont,Claude Déruet,1646,Low level,No involvement,A few times a year
1,1_0239,User_39,3.84,Madeleine pénitente,Nicolas Chaperon,Circa 1635,Low level,No involvement,A few times a year
1,1_0241,User_39,2.36,La Charité,Philippe de Champaigne,Circa 1635-1636,Low level,No involvement,A few times a year
1,1_0266,User_39,14.6,Le Pape Alexandre VII porté à la procession du Corpus Domini,Giovanni Maria Morandi,Circa 1657,Low level,No involvement,A few times a year
1,1_0268,User_39,7.59,Saint Sébastien soigné par sainte Irène,Jean Allemant,Circa 1626-1631,Low level,No involvement,A few times a year
1,1_5868,User_39,2.58,Saint François de Paule en prière,Charles Mellin,1st half 17th century,Low level,No involvement,A few times a year
1,1_5870,User_39,17.01,Le Ravissement de saint François,Jacque de Bellange,Circa 1600-1605,Low level,No involvement,A few times a year
1,1_0274,User_39,6.2,Le songe de Jacob,Lodovico Cigoli,1593,Low level,No involvement,A few times a year
1,1_0276,User_39,10.75,Le Christ au tombeau,Valerio Castello,Circa 1650-1659,Low level,No involvement,A few times a year
1,1_0280,User_39,0.87,Le Baptême du Christ,Jusepe de Ribera,1643,Low level,No involvement,A few times a year
1,1_0283,User_39,1.04,Sibylle de Tibur annonçant à Auguste l'avènement,Pierre de Cortone,Circa 1660,Low level,No involvement,A few times a year
1,1_0301,User_39,19.7,Corbeille de fleurs,Nicolas Baudesson,1673,Low level,No involvement,A few times a year
1,1_0328,User_39,9.61,Tortue et crabe,Paolo Porpora,After 1652,Low level,No involvement,A few times a year
1,1_0303,User_39,10.18,L'Automne,Alexandre-François Desportes,Circa 1711-1712,Low level,No involvement,A few times a year
1,1_0305,User_39,1.31,Fleurs et tapis,Jean-Baptiste Monnoyer,After 1665,Low level,No involvement,A few times a year
1,1_0358,User_39,14.3,Le Torrent,David II Teniers,Circa 1640,Low level,No involvement,A few times a year
1,1_0356,User_39,17.15,Les patineurs,Jan Josephsz van Goyen,1649,Low level,No involvement,A few times a year
1,1_0345,User_39,12.45,Paysage d'hiver,Gysbrecht Lytens,After 1600,Low level,No involvement,A few times a year
1,1_0341,User_39,27.0,Marine,Cavalier Tempesta/Pieter Mulier,After 1660,Low level,No involvement,A few times a year
1,1_0379,User_39,13.37,La Transfiguration,Pierre-Paul Rubens,1604-1605,Low level,No involvement,A few times a year
1,1_0370,User_39,12.83,L'Annonciation,Frans II Pourbus dit Le Jeune,1619,Low level,No involvement,A few times a year
1,1_0373,User_39,3.64,L'Annonciation,Caravage/Michelangelo Merisi,Circa 1607-1610,Low level,No involvement,A few times a year
1,1_0379,User_39,12.47,La Transfiguration,Pierre-Paul Rubens,1604-1605,Low level,No involvement,A few times a year
1,1_0368,User_39,5.32,L'Annonciation,Federico Barocci,Circa 1596-1612,Low level,No involvement,A few times a year
1,1_5845,User_39,16.78,La Femme à la puce,Georges de la Tour,Circa 1632-1635,Low level,No involvement,A few times a year
1,1_0391,User_39,17.95,L'incrédulité de saint Thomas,Giuseppe Vermiglio,17th century,Low level,No involvement,A few times a year
2,2_2787,User_39,4.06,Promenade en barque,Francesco Giuseppe Casanova,Circa 1788,Low level,No involvement,A few times a year
2,2_2789,User_39,8.58,La Halte de chasse,Francesco Giuseppe Casanova,Before 1788,Low level,No involvement,A few times a year
2,2_2797,User_39,4.85,Sainte Catherine,Pseudo-Gioverone,16th century,Low level,No involvement,A few times a year
2,2_2803,User_39,5.47,Vierge à l'enfant couronnée par deux anges,Maître de Marcadi,15th century,Low level,No involvement,A few times a year
2,2_2809,User_39,9.6,"Vierge à l'Enfant, saint Jean et deux anges",Pérugin,Circa 1505,Low level,No involvement,A few times a year
2,2_2846,User_39,8.11,Christ au roseau,Giovanni Pietro dit Giampietrino Rizzoli,16th century,Low level,No involvement,A few times a year
2,2_2842,User_39,6.87,"Sainte Famille avec sainte Elisabeth, le petit saint Jean-Baptiste et un ange",Giovanni dit Nosadella Bezzi,Circa 1545-1550,Low level,No involvement,A few times a year
2,2_2838,User_39,10.88,Déluge / Le Déluge,"Gerolamo Bassano / Leandro, dit Bassano Leandro da Ponte",Circa 1590,Low level,No involvement,A few times a year
2,2_2836,User_39,34.88,Déploration du Christ,Jacopo Robusti dit Tintoret,Circa 1580,Low level,No involvement,A few times a year
2,2_2829,User_39,3.42,La Sainte Trinité,Giorgio Vasari,Circa 1558,Low level,No involvement,A few times a year
2,2_2827,User_39,1.46,Pietà avec des anges,Frederico Zuccaro,Circa 1570,Low level,No involvement,A few times a year
2,2_2871,User_39,9.79,Le Calvaire,Frans I Francken,16th century (2nd half) - 17th century (1st quarter),Low level,No involvement,A few times a year
2,2_2873,User_39,14.61,Le Christ au désert servi par des anges,Frans II Francken,17th century,Low level,No involvement,A few times a year
2,2_2902,User_39,3.12,Marché avec l'Ecce Homo,Joachim Beuckelaer,Circa 1561,Low level,No involvement,A few times a year
2,2_2900,User_39,4.83,Le Christ chassant les marchands du temple,Jan Sanders Van Hemessen,1556,Low level,No involvement,A few times a year
2,2_2902,User_39,15.91,Marché avec l'Ecce Homo,Joachim Beuckelaer,Circa 1561,Low level,No involvement,A few times a year
2,2_2904,User_39,7.98,Laissez venir à moi les petits enfants,Pieter Pietersz,Circa 1580-1590,Low level,No involvement,A few times a year
2,2_0422,User_39,8.0,Prédiction de saint Jean-Baptiste,Abraham Bloemaert,Circa 1620,Low level,No involvement,A few times a year
2,2_2922,User_39,0.87,Têtes de vieille femme,Jacob Jordaens,Circa 1620,Low level,No involvement,A few times a year
2,2_2789,User_39,3.66,La Halte de chasse,Francesco Giuseppe Casanova,Before 1788,Low level,No involvement,A few times a year
0,0_0675,User_40,6.35,La blonde,André Derain,1928,General level,No involvement,A few times a year
0,0_0680,User_40,2.37,"DIJ VII - VI 1,2,3",Julije Knifer,1990,General level,No involvement,A few times a year
0,0_0678,User_40,9.56,Dante et Virgile,Gérard Garouste,1986,General level,No involvement,A few times a year
0,0_0689,User_40,1.62,Dans un jardin zen,Georges Noël,1984,General level,No involvement,A few times a year
0,0_0692,User_40,2.54,Chambre des enfants,Jean Bazaine,1937,General level,No involvement,A few times a year
0,0_0720,User_40,1.35,La Veillée,Edouard Pignon,1937,General level,No involvement,A few times a year
0,0_0767,User_40,12.23,L'amour surprend Psyché,Maurice Denis,1907-1908,General level,No involvement,A few times a year
0,0_0767,User_40,643.43,L'amour surprend Psyché,Maurice Denis,1907-1908,General level,No involvement,A few times a year
0,0_0821,User_40,1.17,Les trois baigneuses,Raoul Dufy,1919,General level,No involvement,A few times a year
0,0_0815,User_40,11.65,"Le souk aux tapis, Marrakech",Jacques Majorelle,1924,General level,No involvement,A few times a year
0,0_0337,User_40,3.15,Paysage de provence,André Derain,1921-1924,General level,No involvement,A few times a year
0,0_0841,User_40,737.63,Les Amoureux,Emile Friant,1888,General level,No involvement,A few times a year
0,0_0960,User_40,2.59,Jeune femme assise,Hippolyte Petitjean,1892,General level,No involvement,A few times a year
0,0_0353,User_40,4.84,Coin de jardin,Jules Antoine Voirin,19th century,General level,No involvement,A few times a year
0,0_0967,User_40,4.13,L'Allée ombragée,Charles de Meixmoron de Dombasle,1880 ou 1886,General level,No involvement,A few times a year
0,0_0969,User_40,2.99,Portrait de Colette Gervex,Henri Gervex,1910,General level,No involvement,A few times a year
0,0_0861,User_40,8.81,La Toussaint,Emile Friant,1888,General level,No involvement,A few times a year
0,0_0869,User_40,33.78,La douleur,Emile Friant,1898,General level,No involvement,A few times a year
0,0_0861,User_40,5.07,La Toussaint,Emile Friant,1888,General level,No involvement,A few times a year
0,0_0869,User_40,12.69,La douleur,Emile Friant,1898,General level,No involvement,A few times a year
0,0_0859,User_40,40.4,Dans la forêt,Pascal-Adolphe-Jean Dagnan-Bouveret,1892,General level,No involvement,A few times a year
0,0_0875,User_40,9.72,Femme à la perle,Charles-Auguste Sellier,Circa 1875,General level,No involvement,A few times a year
0,0_0879,User_40,9.81,Chant du soir,Alphonse Osbert,1906,General level,No involvement,A few times a year
0,0_0875,User_40,20.17,Femme à la perle,Charles-Auguste Sellier,Circa 1875,General level,No involvement,A few times a year
0,0_0439,User_40,17.54,Le pauvre pêcheur,Aristide Maillol,1881,General level,No involvement,A few times a year
0,0_0887,User_40,11.19,Nymphe,Henri Royer,1893,General level,No involvement,A few times a year
0,0_0890,User_40,27.22,Les Voluptueux,Victor Prouvé,1889,General level,No involvement,A few times a year
0,0_0920,User_40,4.94,Port de Gênes,Georges Dufrénoy,1914,General level,No involvement,A few times a year
0,0_0855,User_40,30.63,Portrait de Madame Lebeau,Emile Friant,1889,General level,No involvement,A few times a year
0,0_0853,User_40,32.9,Jeune Nancéienne dans un paysage de neige,Emile Friant,1887,General level,No involvement,A few times a year
0,0_0847,User_40,1.55,Autoportrait,Emile Friant,1895,General level,No involvement,A few times a year
0,0_0848,User_40,4.94,Autoportrait,Emile Friant,1887,General level,No involvement,A few times a year
0,0_0847,User_40,203.79,Autoportrait,Emile Friant,1895,General level,No involvement,A few times a year
0,0_0845,User_40,6.43,Le Travail du lundi,Emile Friant,1884,General level,No involvement,A few times a year
0,0_0851,User_40,3.88,Le Sculpteur Bussière dans son atelier,Emile Friant,Circa 1884,General level,No involvement,A few times a year
0,0_0733,User_40,1.93,La Bête,Etienne Cournault,1928,General level,No involvement,A few times a year
0,0_0731,User_40,20.55,Pipe d'eau douce,Etienne Cournault,1927,General level,No involvement,A few times a year
0,0_0733,User_40,10.13,La Bête,Etienne Cournault,1928,General level,No involvement,A few times a year
0,0_0731,User_40,9.62,Pipe d'eau douce,Etienne Cournault,1927,General level,No involvement,A few times a year
0,0_0869,User_40,11.98,La douleur,Emile Friant,1898,General level,No involvement,A few times a year
0,0_0861,User_40,80.88,La Toussaint,Emile Friant,1888,General level,No involvement,A few times a year
0,0_0869,User_40,4.03,La douleur,Emile Friant,1898,General level,No involvement,A few times a year
0,0_0841,User_40,55.0,Les Amoureux,Emile Friant,1888,General level,No involvement,A few times a year
0,0_0861,User_40,21.24,La Toussaint,Emile Friant,1888,General level,No involvement,A few times a year
1,1_0976,User_40,11.16,Soir de 14 juillet,Charles Wittman,1910,General level,No involvement,A few times a year
1,1_0978,User_40,42.45,Job,Jules Bastien-Lepage,Circa 1876-1877,General level,No involvement,A few times a year
1,1_0987,User_40,11.26,Les jours heureux/L'enfant couronné de fleurs ,Emile Friant,1895,General level,No involvement,A few times a year
1,1_0983,User_40,4.93,Ophélie,Jules Bastien-Lepage,1881,General level,No involvement,A few times a year
